condition,drugName,avg_rating,total_useful_count
Abnormal Uterine Bleeding,Junel Fe 1.5 / 30,1.0,21
Abnormal Uterine Bleeding,Alyacen 1 / 35,1.0,2
Acne,Septra,10.0,39
Acne,Clindagel,10.0,32
Acne,Ery Pads,10.0,27
Acne,Erythromycin,10.0,27
Acne,Norinyl 1+35,10.0,25
Acne,Avar,10.0,18
Acne,Oxy-10,10.0,16
Acne,Avita,10.0,14
Acne,Pernox,10.0,7
Acne,Salicylic acid / sulfur,10.0,7
Acne,PanOxyl 10% Acne Foaming Wash,10.0,5
Acne,Salicylic acid,10.0,5
Acne,Benzoyl peroxide / sulfur,10.0,3
Acne,Fostex Medicated,10.0,3
Acne,NuOx,10.0,3
Acne,Resorcinol / sulfur,10.0,3
Acne,Hexachlorophene,10.0,1
Acne,Sulfur,10.0,1
Acne,Benzoyl peroxide / hydrocortisone,10.0,0
Acne,Aldactone,9.75,382
Acne,PanOxyl,9.6,92
Acne,Clarifoam EF,9.2,105
Acne,Doxy 100,9.0,141
Acne,BP Wash,9.0,13
Acne,Vibramycin,9.0,13
Acne,Azelex,9.0,9
Acne,Tretin-X,9.0,7
Acne,Fabior,9.0,6
Acne,Vestura,9.0,3
Acne,Bactrim,8.903846153846153,1307
Acne,Benzaclin,8.865384615384615,758
Acne,Benzoyl peroxide,8.818181818181818,346
Acne,Benzoyl peroxide / erythromycin,8.75,325
Acne,Adoxa,8.666666666666666,65
Acne,Bactrim DS,8.533333333333333,227
Acne,Myorisan,8.5,22
Acne,Altabax,8.5,6
Acne,Accutane,8.401869158878505,7503
Acne,Sulfamethoxazole / trimethoprim,8.387096774193548,1659
Acne,Isotretinoin,8.381044487427467,9588
Acne,Onexton,8.357142857142858,125
Acne,Magnesium hydroxide,8.333333333333334,88
Acne,Retin A Micro,8.333333333333334,88
Acne,Acticlate,8.333333333333334,25
Acne,Azelaic acid,8.3125,311
Acne,Retin-A,8.28125,1175
Acne,Claravis,8.25,914
Acne,Finacea,8.25,327
Acne,Tetracycline,8.222222222222221,197
Acne,Ocella,8.222222222222221,105
Acne,Zenatane,8.166666666666666,47
Acne,Atralin,8.08,722
Acne,Cephalexin,8.0,18
Acne,Ortho-Novum 1 / 35,8.0,15
Acne,Dynacin,8.0,10
Acne,Sumadan,8.0,9
Acne,Retapamulin,8.0,4
Acne,Benzoyl peroxide / salicylic acid,8.0,0
Acne,Monodox,7.913043478260869,490
Acne,Tretinoin,7.881578947368421,5024
Acne,Amnesteem,7.809523809523809,233
Acne,Benzoyl peroxide / clindamycin,7.782442748091603,3180
Acne,Gianvi,7.7727272727272725,196
Acne,Drospirenone / ethinyl estradiol / levomefolate calcium,7.7368421052631575,207
Acne,Clindamycin,7.73469387755102,1660
Acne,Beyaz,7.722222222222222,173
Acne,Spironolactone,7.713483146067416,4473
Acne,Tazarotene,7.666666666666667,129
Acne,Minocin,7.666666666666667,104
Acne,Benzamycin,7.666666666666667,91
Acne,Veltin,7.647058823529412,181
Acne,Doryx,7.622222222222222,955
Acne,Duac,7.55,1919
Acne,Adapalene / benzoyl peroxide,7.521410579345088,4322
Acne,Doxycycline,7.437673130193906,5478
Acne,Acanya,7.4222222222222225,495
Acne,Adapalene,7.4147727272727275,3334
Acne,Clindamycin / tretinoin,7.378378378378378,799
Acne,Sulfacetamide sodium / sulfur,7.333333333333333,190
Acne,BenzEFoam,7.333333333333333,61
Acne,Epiduo,7.33248730964467,4822
Acne,Ziana,7.304347826086956,637
Acne,Aczone,7.294573643410852,2035
Acne,Tazorac,7.285714285714286,34
Acne,Epiduo Forte,7.277777777777778,74
Acne,Differin,7.273684210526316,2424
Acne,Dapsone,7.2362204724409445,2153
Acne,Drospirenone / ethinyl estradiol,7.015075376884422,2937
Acne,Yaz,7.0,1188
Acne,SMZ-TMP DS,7.0,66
Acne,Milk of Magnesia,7.0,44
Acne,Solodyn,6.966666666666667,1196
Acne,Yasmin,6.796875,1093
Acne,TriNessa,6.783333333333333,625
Acne,Keflex,6.666666666666667,69
Acne,Minocycline,6.387931034482759,2903
Acne,Cyclafem 1 / 35,6.0,11
Acne,TriNessa Lo,6.0,6
Acne,Junel Fe 1 / 20,5.923076923076923,130
Acne,Ethinyl estradiol / norgestimate,5.897674418604651,1947
Acne,Loryna,5.8,51
Acne,Tri-Previfem,5.678571428571429,337
Acne,Ortho Tri-Cyclen,5.641025641025641,511
Acne,Estarylla,5.5,30
Acne,Absorica,5.5,13
Acne,Tri-Sprintec,5.388059701492537,614
Acne,Tri-Linyah,5.0,18
Acne,Gildess Fe 1.5 / 30,4.5,10
Acne,Microgestin Fe 1 / 20,4.285714285714286,125
Acne,Gildess Fe 1 / 20,4.111111111111111,17
Acne,Ethinyl estradiol / norethindrone,3.9069767441860463,1052
Acne,Loestrin 24 Fe,3.206896551724138,692
Acne,Microgestin Fe 1.5 / 30,2.8,7
Acne,Junel Fe 1.5 / 30,2.0,1
Acne,Loestrin Fe 1 / 20,2.0,0
Acne,Tri-Estarylla,1.5,1
Acne,femhrt,1.0,2
Anxiety,Wellbutrin,10.0,300
Anxiety,Diazepam Intensol,10.0,136
Anxiety,Alprazolam Intensol,10.0,90
Anxiety,Tranxene SD,10.0,77
Anxiety,Lorazepam Intensol,10.0,68
Anxiety,Phenytoin,10.0,45
Anxiety,Zetran,10.0,44
Anxiety,Pexeva,10.0,26
Anxiety,Micrainin,10.0,3
Anxiety,Niravam,9.8,184
Anxiety,Amitriptyline / chlordiazepoxide,9.666666666666666,28
Anxiety,Klonopin Wafer,9.6,90
Anxiety,Amitriptyline / perphenazine,9.5,65
Anxiety,Triavil,9.5,65
Anxiety,Limbitrol DS,9.5,26
Anxiety,Tramadol,9.454545454545455,2121
Anxiety,Tranxene,9.25,270
Anxiety,Oxazepam,9.208333333333334,1292
Anxiety,Valium,9.071428571428571,9338
Anxiety,Xanax XR,9.047619047619047,948
Anxiety,Miltown,9.0,78
Anxiety,Serzone,9.0,59
Anxiety,Alprazolam,8.869158878504672,16493
Anxiety,Diazepam,8.857843137254902,13103
Anxiety,Clorazepate,8.833333333333334,848
Anxiety,Xanax,8.713780918727915,13722
Anxiety,Klonopin,8.681222707423581,13946
Anxiety,Tenormin,8.666666666666666,348
Anxiety,Paxil CR,8.666666666666666,111
Anxiety,Clonazepam,8.612244897959183,15724
Anxiety,Viibryd,8.6,664
Anxiety,Lorazepam,8.327759197324415,11321
Anxiety,Serax,8.285714285714286,466
Anxiety,Ativan,8.272189349112425,9271
Anxiety,Chlordiazepoxide,8.2,412
Anxiety,Gabapentin,8.015544041450777,15729
Anxiety,Neurontin,8.0,1307
Anxiety,Desyrel,8.0,210
Anxiety,Trileptal,8.0,138
Anxiety,Propranolol,7.98936170212766,3625
Anxiety,Trazodone,7.928571428571429,3528
Anxiety,Escitalopram,7.909090909090909,18227
Anxiety,Lexapro,7.841397849462366,17326
Anxiety,Meprobamate,7.8,106
Anxiety,Atenolol,7.578947368421052,1039
Anxiety,Effexor XR,7.5353535353535355,6714
Anxiety,Clonidine,7.523809523809524,1122
Anxiety,Doxepin,7.5,250
Anxiety,Librium,7.5,241
Anxiety,Paroxetine,7.430303030303031,8623
Anxiety,Desvenlafaxine,7.391752577319588,2633
Anxiety,Paxil,7.386363636363637,8321
Anxiety,Remeron,7.277777777777778,1706
Anxiety,Cymbalta,7.185483870967742,6998
Anxiety,Mirtazapine,7.093959731543624,8448
Anxiety,Pristiq,7.061538461538461,1613
Anxiety,Bupropion,7.0181818181818185,2780
Anxiety,Dilantin,7.0,39
Anxiety,Lamotrigine,6.95,431
Anxiety,Duloxetine,6.88,6482
Anxiety,Venlafaxine,6.813793103448276,7266
Anxiety,Vilazodone,6.7,779
Anxiety,BuSpar,6.476394849785407,19859
Anxiety,Atarax,6.26,2968
Anxiety,Buspirone,6.164619164619165,20364
Anxiety,Risperidone,6.0476190476190474,778
Anxiety,Wellbutrin XL,6.0,223
Anxiety,Nadolol,6.0,18
Anxiety,Trifluoperazine,6.0,13
Anxiety,Vistaril,5.712765957446808,5858
Anxiety,Hydroxyzine,5.67936507936508,12152
Anxiety,Prochlorperazine,5.333333333333333,112
Anxiety,Stelazine,5.0,34
Anxiety,Nefazodone,5.0,25
Anxiety,Catapres,4.5,148
Anxiety,Oxcarbazepine,4.444444444444445,150
Anxiety,Compazine,3.6666666666666665,97
Anxiety,Vanspar,1.0,10
Anxiety and Stress,Luvox CR,10.0,40
Anxiety and Stress,Elavil,9.88888888888889,1315
Anxiety and Stress,Prazosin,9.833333333333334,512
Anxiety and Stress,Prozac Weekly,9.0,56
Anxiety and Stress,Kava,9.0,8
Anxiety and Stress,Effexor XR,7.95,635
Anxiety and Stress,Zoloft,7.877551020408164,2130
Anxiety and Stress,Citalopram,7.685851318944844,25233
Anxiety and Stress,Effexor,7.666666666666667,1241
Anxiety and Stress,Prozac,7.653061224489796,13896
Anxiety and Stress,Fluoxetine,7.636363636363637,17933
Anxiety and Stress,Celexa,7.542016806722689,19661
Anxiety and Stress,Sertraline,7.4575471698113205,8973
Anxiety and Stress,Amitriptyline,7.454545454545454,4714
Anxiety and Stress,Venlafaxine,7.294117647058823,1922
Anxiety and Stress,Paroxetine,6.6521739130434785,2534
Anxiety and Stress,Paxil,6.2407407407407405,2507
Anxiety and Stress,Fluvoxamine,6.107142857142857,965
Anxiety and Stress,Luvox,5.625,893
Bipolar Disorde,Eskalith-CR,10.0,75
Bipolar Disorde,Klonopin Wafer,10.0,30
Bipolar Disorde,Tiagabine,10.0,9
Bipolar Disorde,Nuvigil,9.666666666666666,251
Bipolar Disorde,Armodafinil,9.555555555555555,332
Bipolar Disorde,Eskalith,9.5,146
Bipolar Disorde,Lamictal ODT,9.0,33
Bipolar Disorde,Trilafon,9.0,13
Bipolar Disorde,Klonopin,8.68421052631579,1630
Bipolar Disorde,Neurontin,8.666666666666666,531
Bipolar Disorde,Trileptal,8.608695652173912,1637
Bipolar Disorde,Iloperidone,8.555555555555555,75
Bipolar Disorde,Gabapentin,8.515625,3379
Bipolar Disorde,Clonazepam,8.36,1672
Bipolar Disorde,Wellbutrin XL,8.333333333333334,86
Bipolar Disorde,Fluoxetine / olanzapine,8.318181818181818,612
Bipolar Disorde,Lamictal,8.28,16696
Bipolar Disorde,Lamotrigine,8.27832512315271,18463
Bipolar Disorde,Symbyax,8.227272727272727,667
Bipolar Disorde,Pristiq,8.166666666666666,121
Bipolar Disorde,Oxcarbazepine,8.093333333333334,2938
Bipolar Disorde,Effexor,8.0,363
Bipolar Disorde,Zyprexa Zydis,8.0,87
Bipolar Disorde,Abilify Discmelt,8.0,8
Bipolar Disorde,Epitol,7.888888888888889,154
Bipolar Disorde,Citalopram,7.857142857142857,119
Bipolar Disorde,Topiramate,7.82089552238806,3806
Bipolar Disorde,Seroquel XR,7.725806451612903,1471
Bipolar Disorde,Desvenlafaxine,7.714285714285714,89
Bipolar Disorde,Lithium,7.6911764705882355,4980
Bipolar Disorde,Zoloft,7.625,144
Bipolar Disorde,Tegretol,7.607142857142857,1410
Bipolar Disorde,Sertraline,7.433333333333334,427
Bipolar Disorde,Lithobid,7.4,342
Bipolar Disorde,Perphenazine,7.4,82
Bipolar Disorde,Levetiracetam,7.4,52
Bipolar Disorde,Asenapine,7.37037037037037,4008
Bipolar Disorde,Depakote ER,7.3,273
Bipolar Disorde,Invega,7.25,181
Bipolar Disorde,Quetiapine,7.2312925170068025,7808
Bipolar Disorde,Seroquel,7.141414141414141,6521
Bipolar Disorde,Saphris,7.053030303030303,3773
Bipolar Disorde,Risperdal,7.0,1841
Bipolar Disorde,Clonidine,7.0,71
Bipolar Disorde,Budeprion XL,7.0,53
Bipolar Disorde,Equetro,7.0,24
Bipolar Disorde,Topamax,6.967741935483871,2343
Bipolar Disorde,Cymbalta,6.95,558
Bipolar Disorde,Paliperidone,6.933333333333334,336
Bipolar Disorde,Escitalopram,6.931034482758621,696
Bipolar Disorde,Lexapro,6.894736842105263,623
Bipolar Disorde,Lurasidone,6.866425992779783,12139
Bipolar Disorde,Venlafaxine,6.864864864864865,819
Bipolar Disorde,Latuda,6.822222222222222,12407
Bipolar Disorde,Cariprazine,6.703703703703703,1029
Bipolar Disorde,Valproic acid,6.666666666666667,88
Bipolar Disorde,Bupropion,6.65625,905
Bipolar Disorde,Zyprexa,6.563380281690141,2638
Bipolar Disorde,Olanzapine,6.5607476635514015,3019
Bipolar Disorde,Effexor XR,6.545454545454546,242
Bipolar Disorde,Duloxetine,6.454545454545454,584
Bipolar Disorde,Carbamazepine,6.39622641509434,1354
Bipolar Disorde,Risperidone,6.333333333333333,1989
Bipolar Disorde,Vraylar,6.333333333333333,810
Bipolar Disorde,Divalproex sodium,6.28125,4531
Bipolar Disorde,Abilify,6.173333333333333,3978
Bipolar Disorde,Depakote,6.064516129032258,4148
Bipolar Disorde,Wellbutrin,6.0,209
Bipolar Disorde,Keppra,6.0,6
Bipolar Disorde,Aripiprazole,5.734939759036145,3806
Bipolar Disorde,Geodon,5.724770642201835,2926
Bipolar Disorde,Tegretol XR,5.666666666666667,29
Bipolar Disorde,Catapres,5.666666666666667,23
Bipolar Disorde,Fanapt,5.5,54
Bipolar Disorde,Risperdal M-Tab,5.5,48
Bipolar Disorde,Ziprasidone,5.336283185840708,2661
Bipolar Disorde,Celexa,5.0,52
Bipolar Disorde,Depakene,5.0,35
Bipolar Disorde,Risperdal Consta,4.0,19
Bipolar Disorde,Carbatrol,2.0,16
Birth Control,Plan B,10.0,35
Birth Control,Elinest,10.0,7
Birth Control,Provera,10.0,0
Birth Control,Heather,9.75,73
Birth Control,Ortho-Novum 7 / 7 / 7,9.666666666666666,41
Birth Control,Ortho-Novum 1 / 35,8.5,17
Birth Control,Femcon Fe,8.166666666666666,29
Birth Control,Introvale,8.0,11
Birth Control,Rajani,8.0,4
Birth Control,Loestrin Fe 1.5 / 30,8.0,0
Birth Control,Microgestin 1.5 / 30,8.0,0
Birth Control,Zenchent,8.0,0
Birth Control,Lybrel,7.888888888888889,253
Birth Control,Junel Fe 24,7.666666666666667,2
Birth Control,Ortho Evra,7.470319634703197,2737
Birth Control,Kyleena,7.4635761589403975,346
Birth Control,Ortho-Cept,7.2727272727272725,40
Birth Control,Skyla,7.255474452554744,3096
Birth Control,Copper,7.230642504118616,4689
Birth Control,Trivora,7.142857142857143,40
Birth Control,Levonorgestrel,7.061061531235322,16614
Birth Control,Beyaz,7.0,738
Birth Control,Loestrin Fe 1 / 20,7.0,6
Birth Control,Caziant,7.0,0
Birth Control,Microgestin 1 / 20,6.964285714285714,196
Birth Control,Mirena,6.957512953367876,14059
Birth Control,Generess Fe,6.884615384615385,1036
Birth Control,Natazia,6.758620689655173,216
Birth Control,Azurette,6.75,59
Birth Control,NuvaRing,6.743548387096774,5268
Birth Control,Ethinyl estradiol / norelgestromin,6.718498659517426,3426
Birth Control,Levora,6.6947368421052635,746
Birth Control,Junel 1 / 20,6.666666666666667,5
Birth Control,Ethinyl estradiol / etonogestrel,6.632329635499207,5598
Birth Control,Dienogest / estradiol,6.625,157
Birth Control,Amethia,6.625,16
Birth Control,Aviane,6.616438356164384,1780
Birth Control,Ortho Cyclen,6.606060606060606,430
Birth Control,Cyred,6.6,9
Birth Control,Ortho Tri-Cyclen Lo,6.58659217877095,1715
Birth Control,Lutera,6.584615384615384,1892
Birth Control,Zarah,6.583333333333333,337
Birth Control,ParaGard,6.559782608695652,2907
Birth Control,Desogen,6.529411764705882,109
Birth Control,Loestrin 24 Fe,6.521739130434782,2417
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,6.513274336283186,1185
Birth Control,Altavera,6.428571428571429,26
Birth Control,Necon 1 / 35,6.357142857142857,166
Birth Control,Lyza,6.340909090909091,394
Birth Control,Mono-Linyah,6.333333333333333,50
Birth Control,Cyclafem 1 / 35,6.333333333333333,4
Birth Control,Microgestin Fe 1.5 / 30,6.309523809523809,219
Birth Control,Ocella,6.294117647058823,381
Birth Control,Mononessa,6.2772277227722775,857
Birth Control,TriNessa,6.267015706806283,1584
Birth Control,CamreseLo,6.25,6
Birth Control,Gianvi,6.223684210526316,594
Birth Control,Zovia 1 / 35,6.2,17
Birth Control,Tri-Sprintec,6.178988326848249,2687
Birth Control,Sprintec,6.168981481481482,3619
Birth Control,Chateal,6.135922330097087,557
Birth Control,Safyral,6.093023255813954,279
Birth Control,Seasonique,6.090225563909774,1259
Birth Control,Implanon,6.073059360730594,8749
Birth Control,Lo Loestrin Fe,6.053973013493254,6730
Birth Control,Blisovi Fe 1.5 / 30,6.0,10
Birth Control,Juleber,6.0,7
Birth Control,Norlyda,6.0,0
Birth Control,Xulane,5.9937106918239,831
Birth Control,Kariva,5.963636363636364,436
Birth Control,Drospirenone / ethinyl estradiol,5.96360153256705,4448
Birth Control,Liletta,5.952153110047847,779
Birth Control,Seasonale,5.95,122
Birth Control,Ethinyl estradiol / norgestimate,5.9335443037974684,13305
Birth Control,Ethinyl estradiol / ethynodiol,5.909090909090909,160
Birth Control,Ethinyl estradiol / levonorgestrel,5.903125,11524
Birth Control,Cryselle,5.883116883116883,738
Birth Control,Velivet,5.85,77
Birth Control,Reclipsen,5.837837837837838,670
Birth Control,Etonogestrel,5.808992154496077,21885
Birth Control,Ortho Micronor,5.8,877
Birth Control,Lo / Ovral-28,5.8,22
Birth Control,Ortho Tri-Cyclen,5.793103448275862,1107
Birth Control,Microgestin Fe 1 / 20,5.74922600619195,2498
Birth Control,Yaz,5.74468085106383,1862
Birth Control,Portia,5.74,291
Birth Control,Yasmin,5.738095238095238,1174
Birth Control,Jolivette,5.701754385964913,756
Birth Control,Nexplanon,5.679851093531875,12823
Birth Control,Desogestrel / ethinyl estradiol,5.676113360323886,2880
Birth Control,Ethinyl estradiol / norgestrel,5.669491525423729,963
Birth Control,Zovia,5.666666666666667,161
Birth Control,Loryna,5.666666666666667,61
Birth Control,Ethinyl estradiol / norethindrone,5.658536585365853,17869
Birth Control,Aubra,5.628205128205129,245
Birth Control,Jolessa,5.619047619047619,417
Birth Control,Orsythia,5.594405594405594,1512
Birth Control,Junel Fe 1.5 / 30,5.590909090909091,51
Birth Control,Sronyx,5.575,530
Birth Control,Apri,5.552380952380952,1348
Birth Control,Medroxyprogesterone,5.51593625498008,4086
Birth Control,Marlissa,5.5,20
Birth Control,Pimtrea,5.5,9
Birth Control,Junel 1.5 / 30,5.5,6
Birth Control,Ogestrel-28,5.5,5
Birth Control,Gildess 1.5 / 30,5.5,0
Birth Control,Quasense,5.48,121
Birth Control,Depo-Provera,5.446764091858038,3967
Birth Control,Junel Fe 1 / 20,5.436781609195402,1743
Birth Control,LoSeasonique,5.435897435897436,213
Birth Control,Alesse,5.434782608695652,784
Birth Control,Norethindrone,5.328402366863905,3721
Birth Control,Depo-Provera Contraceptive,5.25,12
Birth Control,Sharobel,5.2,45
Birth Control,Camrese,5.192982456140351,289
Birth Control,Nora-Be,5.173076923076923,751
Birth Control,Tri-Estarylla,5.142857142857143,10
Birth Control,Minastrin 24 Fe,5.108974358974359,1318
Birth Control,Previfem,5.090909090909091,37
Birth Control,Viorele,5.076923076923077,134
Birth Control,Tarina Fe 1 / 20,5.0476190476190474,51
Birth Control,Errin,5.0,220
Birth Control,Levlen,5.0,67
Birth Control,Loestrin 21 1 / 20,5.0,62
Birth Control,Ethinyl estradiol / folic acid / levonorgestrel,5.0,6
Birth Control,Mestranol / norethindrone,5.0,1
Birth Control,Lillow,5.0,0
Birth Control,Lomedia 24 Fe,5.0,0
Birth Control,Tri-Previfem,4.965116279069767,634
Birth Control,Falmina,4.916666666666667,115
Birth Control,Gildess Fe 1.5 / 30,4.888888888888889,156
Birth Control,Vienva,4.833333333333333,37
Birth Control,Nortrel 1 / 35,4.833333333333333,35
Birth Control,Lessina,4.777777777777778,30
Birth Control,Taytulla,4.6875,173
Birth Control,Alyacen 1 / 35,4.666666666666667,12
Birth Control,Tri-Linyah,4.625,27
Birth Control,Camila,4.615384615384615,331
Birth Control,Cyclessa,4.6,16
Birth Control,Gildess Fe 1 / 20,4.588235294117647,943
Birth Control,TriNessa Lo,4.571428571428571,12
Birth Control,Tri-Lo-Sprintec,4.511627906976744,170
Birth Control,Vestura,4.5,6
Birth Control,Balziva,4.333333333333333,2
Birth Control,Gildess 1 / 20,4.333333333333333,0
Birth Control,Nikki,4.2,15
Birth Control,Ashlyna,4.133333333333334,25
Birth Control,Lo / Ovral,4.125,48
Birth Control,Mircette,4.0,21
Birth Control,Briellyn,4.0,5
Birth Control,Gildess 24 Fe,4.0,1
Birth Control,Larissia,4.0,1
Birth Control,Blisovi Fe 1 / 20,3.4693877551020407,98
Birth Control,Estarylla,3.4444444444444446,306
Birth Control,Larin Fe 1 / 20,3.3333333333333335,12
Birth Control,Nortrel 7 / 7 / 7,3.25,14
